order_item_id,order_id,product_id,quantity,unit_price,discount_pct
66,22,9,1,489.36,0.05
67,22,26,1,117.29,0.1
68,22,29,1,421.02,0.1
69,22,3,4,241.92,0
70,23,16,4,404.01,0
71,23,16,3,404.01,0
72,23,20,2,494.85,0
73,23,20,2,494.85,0
74,24,16,1,404.01,0.05
75,25,23,3,226.38,0.05
76,25,15,4,308.55,0
77,25,29,2,421.02,0
78,26,15,3,308.55,0.05
79,26,7,2,273.87,0
80,26,19,1,181.0,0
81,26,24,3,494.08,0
82,26,5,3,106.58,0
83,27,6,1,184.07,0.05
84,28,13,3,268.63,0
85,28,27,3,172.18,0
86,28,11,3,261.61,0.05
87,29,12,1,181.07,0.05
88,29,13,1,268.63,0
89,29,30,4,455.05,0
90,30,9,4,489.36,0.1
91,30,11,2,261.61,0
92,31,2,4,174.6,0.05
93,32,30,2,455.05,0
94,33,21,2,238.76,0
95,33,16,4,404.01,0
96,33,6,2,184.07,0
97,33,7,4,273.87,0.1
98,34,18,2,103.96,0
99,34,3,2,241.92,0
100,35,24,4,494.08,0.05
101,36,16,3,404.01,0.1
102,37,29,2,421.02,0.05
103,37,13,4,268.63,0.05
104,37,10,1,349.62,0
105,38,3,4,241.92,0.1
106,39,5,1,106.58,0.05
107,39,3,1,241.92,0
108,40,17,4,371.24,0
109,40,4,1,84.91,0
110,40,17,2,371.24,0.05
111,41,9,3,489.36,0
112,41,16,2,404.01,0.1
113,41,8,1,380.28,0.05
114,41,23,3,226.38,0
115,42,8,4,380.28,0
116,42,8,4,380.28,0
117,42,23,3,226.38,0.05
118,43,16,2,404.01,0
119,43,25,2,44.87,0
120,44,16,2,404.01,0
121,44,16,4,404.01,0
122,44,20,2,494.85,0.05
123,44,2,2,174.6,0
124,44,20,2,494.85,0.05
125,45,3,2,241.92,0
126,46,22,4,347.8,0
127,46,11,4,261.61,0
128,46,4,1,84.91,0
129,47,12,3,181.07,0.05
130,47,3,1,241.92,0.05
131,47,7,3,273.87,0.1
132,47,30,4,455.05,0
133,48,26,4,117.29,0
134,48,13,1,268.63,0.05
135,49,9,3,489.36,0.1
136,49,2,3,174.6,0
137,49,30,3,455.05,0
138,50,4,4,84.91,0.05
139,50,25,4,44.87,0
140,51,26,3,117.29,0
141,52,3,2,241.92,0.05
142,52,25,2,44.87,0
143,52,14,1,168.18,0
144,52,16,3,404.01,0
145,52,14,1,168.18,0
146,53,6,2,184.07,0
147,53,14,4,168.18,0.1
148,53,29,2,421.02,0.1
149,53,28,1,313.91,0
150,54,15,2,308.55,0
151,54,8,2,380.28,0
152,55,9,2,489.36,0.1
153,55,17,2,371.24,0
154,55,21,4,238.76,0
155,55,4,1,84.91,0.05
156,56,2,2,174.6,0.1
157,57,20,3,494.85,0
158,57,4,3,84.91,0
159,57,2,3,174.6,0
160,57,5,1,106.58,0
161,58,14,3,168.18,0
162,58,20,3,494.85,0
163,58,7,1,273.87,0.05
164,59,3,2,241.92,0.05
165,59,23,3,226.38,0.05
166,59,10,3,349.62,0.05
167,59,2,3,174.6,0.1
168,59,29,3,421.02,0.05
169,60,24,4,494.08,0
170,60,1,4,76.34,0
171,60,14,1,168.18,0
172,60,13,3,268.63,0.05
173,61,3,3,241.92,0.1
174,61,6,2,184.07,0
175,61,10,2,349.62,0.1
176,61,6,1,184.07,0
177,62,27,1,172.18,0.05
178,62,11,1,261.61,0.1
179,63,20,4,494.85,0.1
180,63,28,2,313.91,0.05
181,64,12,1,181.07,0
182,64,8,2,380.28,0
183,64,29,1,421.02,0
184,64,4,4,84.91,0.1
185,65,19,2,181.0,0.05
186,65,13,3,268.63,0.05
187,65,17,4,371.24,0
188,66,25,4,44.87,0
189,66,26,4,117.29,0.05
190,66,4,1,84.91,0
191,66,12,4,181.07,0
192,67,3,3,241.92,0.1
193,67,3,1,241.92,0.1
194,68,5,4,106.58,0
195,68,26,2,117.29,0
196,69,29,3,421.02,0.05
197,69,5,3,106.58,0.1
198,69,30,4,455.05,0
199,70,7,2,273.87,0.05
200,71,26,3,117.29,0
201,71,25,1,44.87,0
202,72,21,4,238.76,0
203,72,9,4,489.36,0
204,72,19,2,181.0,0
205,72,11,1,261.61,0.05
206,72,8,2,380.28,0.1
207,73,21,3,238.76,0
208,73,24,1,494.08,0
209,73,5,3,106.58,0.1
210,74,8,1,380.28,0
211,74,2,1,174.6,0.1
212,74,12,3,181.07,0
213,74,17,3,371.24,0.1
214,75,20,4,494.85,0
215,75,5,1,106.58,0
216,75,23,2,226.38,0.05
217,76,1,1,76.34,0.1
218,76,29,3,421.02,0.1
219,76,21,4,238.76,0.1
220,77,18,1,103.96,0.05
221,78,18,2,103.96,0
222,78,14,2,168.18,0.1
223,78,20,4,494.85,0.1
224,78,6,3,184.07,0
225,78,10,1,349.62,0.05
226,79,24,4,494.08,0
227,80,29,3,421.02,0
228,80,9,4,489.36,0.1
229,80,9,3,489.36,0
230,81,6,3,184.07,0
231,81,29,4,421.02,0
232,82,27,1,172.18,0
233,82,14,2,168.18,0.1
234,82,29,3,421.02,0
235,82,13,1,268.63,0.1
236,83,5,1,106.58,0
237,83,2,2,174.6,0
238,83,23,1,226.38,0
239,84,4,2,84.91,0
240,84,7,1,273.87,0
241,84,2,1,174.6,0
242,84,16,1,404.01,0
243,85,1,3,76.34,0
244,85,30,3,455.05,0
245,85,23,3,226.38,0
246,86,1,4,76.34,0.1
247,86,25,1,44.87,0
248,86,16,1,404.01,0.1
249,86,19,2,181.0,0
250,87,25,1,44.87,0
251,87,12,4,181.07,0
252,87,16,2,404.01,0.05
253,88,27,2,172.18,0
254,88,16,2,404.01,0
255,88,21,1,238.76,0.05
256,89,13,4,268.63,0
257,90,14,2,168.18,0.05
258,90,29,2,421.02,0.05
259,90,5,1,106.58,0
260,91,15,4,308.55,0
261,91,19,2,181.0,0
262,92,10,2,349.62,0
263,92,8,3,380.28,0.1
264,92,17,3,371.24,0
265,93,7,4,273.87,0
266,94,4,1,84.91,0
267,94,7,4,273.87,0.05
268,95,21,3,238.76,0.05
269,95,1,2,76.34,0
270,95,20,4,494.85,0
271,95,24,2,494.08,0.05
272,95,23,4,226.38,0
273,96,21,1,238.76,0.05
274,96,14,3,168.18,0
275,97,9,4,489.36,0.05
276,97,15,1,308.55,0.1
277,98,13,4,268.63,0
278,99,28,4,313.91,0.1
279,100,24,4,494.08,0
280,100,22,2,347.8,0.05
281,100,17,1,371.24,0.1
282,100,12,1,181.07,0
283,101,21,3,238.76,0.1
284,101,9,1,489.36,0
285,101,10,4,349.62,0.1
286,101,8,4,380.28,0.05
287,102,21,2,238.76,0
288,102,12,4,181.07,0.05
289,102,10,2,349.62,0.05
290,102,12,2,181.07,0
291,103,1,3,76.34,0
292,103,8,3,380.28,0
293,103,16,4,404.01,0.05
294,103,20,1,494.85,0
295,104,29,3,421.02,0
296,104,17,3,371.24,0.1
297,104,1,1,76.34,0
298,104,3,3,241.92,0
299,104,20,1,494.85,0.1
300,105,26,2,117.29,0.1
301,105,29,1,421.02,0.1
302,105,26,3,117.29,0
303,105,16,2,404.01,0.1
304,106,14,2,168.18,0
305,106,16,4,404.01,0.1
306,106,2,4,174.6,0.05
307,107,27,3,172.18,0.05
308,107,23,4,226.38,0
309,108,21,1,238.76,0
310,108,20,1,494.85,0
311,108,26,1,117.29,0.1
312,109,21,2,238.76,0
313,109,4,3,84.91,0
314,109,16,2,404.01,0
315,109,14,3,168.18,0.05
316,110,13,3,268.63,0.1
317,110,9,3,489.36,0
318,110,21,4,238.76,0
319,110,11,2,261.61,0
320,111,24,4,494.08,0.1
321,111,19,1,181.0,0.05
322,111,10,1,349.62,0
323,111,2,2,174.6,0.05
324,112,5,1,106.58,0
325,112,2,4,174.6,0
326,112,4,2,84.91,0
327,112,14,1,168.18,0
328,112,12,2,181.07,0
329,113,11,1,261.61,0.05
330,114,23,4,226.38,0.05
331,114,3,1,241.92,0.05
332,114,20,2,494.85,0.05
333,114,25,4,44.87,0.1
334,114,4,1,84.91,0.05
335,115,22,1,347.8,0
336,116,8,4,380.28,0
337,116,30,1,455.05,0
338,116,25,2,44.87,0
339,116,10,4,349.62,0.05
340,116,22,3,347.8,0
341,117,10,3,349.62,0.1
342,117,6,4,184.07,0.1
343,117,2,3,174.6,0
344,117,19,4,181.0,0.05
345,118,21,4,238.76,0.05
346,118,13,4,268.63,0
347,119,24,1,494.08,0
348,119,20,3,494.85,0.1
349,119,14,2,168.18,0.05
350,119,13,4,268.63,0.1
351,119,25,2,44.87,0.05
352,120,30,1,455.05,0
353,120,27,2,172.18,0.1
354,120,5,3,106.58,0.1
355,120,22,4,347.8,0
356,120,18,1,103.96,0.1
357,121,2,4,174.6,0.05
358,121,23,2,226.38,0
359,121,19,1,181.0,0.05
360,121,15,1,308.55,0.1
361,121,26,3,117.29,0
362,122,17,2,371.24,0
363,122,7,2,273.87,0
364,122,6,3,184.07,0
365,122,19,3,181.0,0.05
366,123,28,1,313.91,0
367,123,21,4,238.76,0
368,123,5,3,106.58,0.1
369,124,7,4,273.87,0.1
370,125,15,2,308.55,0
371,126,2,1,174.6,0.1
372,127,23,1,226.38,0
373,128,15,2,308.55,0
374,128,8,2,380.28,0
375,129,9,4,489.36,0
376,130,19,4,181.0,0
377,130,16,3,404.01,0
378,130,9,4,489.36,0
379,130,12,4,181.07,0.05
380,130,6,4,184.07,0
381,131,6,2,184.07,0
382,132,30,4,455.05,0
383,133,4,3,84.91,0
384,133,11,2,261.61,0
385,133,6,4,184.07,0.1
386,133,29,2,421.02,0.05
387,134,27,3,172.18,0
388,134,26,2,117.29,0
389,134,16,1,404.01,0
390,134,15,4,308.55,0
391,134,5,1,106.58,0
392,135,14,3,168.18,0
393,135,30,2,455.05,0
394,135,13,3,268.63,0.05
395,136,15,3,308.55,0.1
396,137,12,4,181.07,0
397,137,30,4,455.05,0
398,138,7,1,273.87,0
399,138,29,4,421.02,0
400,139,1,1,76.34,0.1
401,139,14,1,168.18,0.1
402,140,14,4,168.18,0
403,141,23,3,226.38,0.1
404,141,20,1,494.85,0
405,142,23,2,226.38,0
406,142,25,4,44.87,0.1
407,142,25,1,44.87,0
408,143,8,1,380.28,0
409,144,4,2,84.91,0
410,145,4,3,84.91,0
411,145,23,2,226.38,0
412,145,9,1,489.36,0.05
413,145,16,3,404.01,0
414,146,5,4,106.58,0.05
415,146,6,1,184.07,0.05
416,147,2,3,174.6,0
417,147,13,2,268.63,0
418,147,23,4,226.38,0.1
419,147,26,3,117.29,0.05
420,148,22,1,347.8,0
421,148,4,2,84.91,0
422,148,11,4,261.61,0
423,148,17,1,371.24,0
424,149,2,3,174.6,0.1
425,150,4,1,84.91,0.05
426,150,8,1,380.28,0
427,150,4,3,84.91,0
428,151,15,2,308.55,0.05
429,152,8,1,380.28,0.1
430,152,10,4,349.62,0.1
431,152,23,2,226.38,0.05
432,153,16,4,404.01,0
433,153,1,2,76.34,0
434,153,8,2,380.28,0.1
435,153,18,4,103.96,0.1
436,153,13,1,268.63,0
437,154,9,3,489.36,0
438,154,10,1,349.62,0
439,154,6,1,184.07,0.1
440,154,28,3,313.91,0.05
441,155,17,2,371.24,0
442,156,4,4,84.91,0
443,156,26,2,117.29,0.05
444,156,28,1,313.91,0
445,156,14,1,168.18,0.05
446,156,13,2,268.63,0.05
447,157,10,3,349.62,0
448,157,12,4,181.07,0.1
449,157,18,4,103.96,0
450,157,1,4,76.34,0.05
451,158,13,2,268.63,0
452,158,27,3,172.18,0
453,158,27,2,172.18,0
454,158,7,4,273.87,0
455,158,1,1,76.34,0
456,159,20,4,494.85,0.1
457,159,27,4,172.18,0.05
458,159,15,3,308.55,0
459,159,20,3,494.85,0.05
460,159,1,1,76.34,0.1
461,160,14,4,168.18,0.05
462,160,15,3,308.55,0.1
463,161,6,1,184.07,0
464,161,23,3,226.38,0.1
465,161,29,4,421.02,0
466,161,17,3,371.24,0.1
467,161,7,2,273.87,0.05
468,162,21,1,238.76,0.05
469,162,1,1,76.34,0
470,162,23,1,226.38,0
471,162,13,1,268.63,0.1
472,162,1,1,76.34,0
473,163,7,4,273.87,0.1
474,163,4,2,84.91,0
475,163,17,1,371.24,0
476,163,4,1,84.91,0
477,163,17,4,371.24,0.05
478,164,23,2,226.38,0
479,164,9,2,489.36,0
480,165,7,4,273.87,0.1
481,165,13,1,268.63,0
482,165,8,4,380.28,0.1
483,166,8,1,380.28,0
484,166,30,2,455.05,0
485,167,9,4,489.36,0
486,167,8,4,380.28,0.1
487,167,8,4,380.28,0
488,167,13,4,268.63,0
489,167,26,2,117.29,0
490,168,12,1,181.07,0
491,168,18,4,103.96,0
492,168,13,1,268.63,0
493,168,14,3,168.18,0.1
494,168,8,4,380.28,0
495,169,11,2,261.61,0
496,170,15,4,308.55,0
497,170,6,3,184.07,0
498,170,7,4,273.87,0.05
499,170,21,2,238.76,0
500,170,16,2,404.01,0
501,171,12,2,181.07,0.05
502,171,20,2,494.85,0
503,171,28,1,313.91,0.1
504,171,3,3,241.92,0.05
505,171,1,2,76.34,0
506,172,7,1,273.87,0
507,172,18,3,103.96,0.1
508,172,25,3,44.87,0
509,173,10,3,349.62,0.05
510,173,28,4,313.91,0
511,173,30,3,455.05,0
512,173,1,3,76.34,0
513,174,12,1,181.07,0
514,174,10,1,349.62,0
515,174,30,2,455.05,0
516,174,13,1,268.63,0.1
517,175,18,3,103.96,0
518,176,22,3,347.8,0
519,176,4,3,84.91,0
520,176,29,1,421.02,0
521,176,22,1,347.8,0
522,177,24,2,494.08,0
523,177,17,1,371.24,0
524,177,14,4,168.18,0
525,177,23,4,226.38,0.1
526,178,25,2,44.87,0
527,178,23,3,226.38,0
528,178,18,2,103.96,0
529,178,18,3,103.96,0
530,179,5,2,106.58,0.05
531,179,22,4,347.8,0
532,179,23,2,226.38,0
533,180,29,2,421.02,0.1
534,180,19,2,181.0,0
535,181,15,4,308.55,0
536,181,4,3,84.91,0
537,181,12,4,181.07,0
538,181,2,1,174.6,0
539,181,10,2,349.62,0
540,182,15,3,308.55,0
541,182,6,1,184.07,0
542,182,1,4,76.34,0.05
543,182,3,3,241.92,0.1
544,183,26,3,117.29,0
545,183,12,1,181.07,0
546,184,27,2,172.18,0
547,184,12,2,181.07,0.1
548,184,28,2,313.91,0
549,184,26,3,117.29,0.1
550,185,12,2,181.07,0.1
551,185,30,3,455.05,0
552,186,16,4,404.01,0.05
553,186,24,2,494.08,0
554,187,15,4,308.55,0
555,187,2,4,174.6,0.05
556,188,10,1,349.62,0
557,188,17,4,371.24,0
558,189,10,1,349.62,0.05
559,189,26,3,117.29,0.1
560,189,7,4,273.87,0
561,189,18,3,103.96,0.1
562,190,20,1,494.85,0
563,190,24,3,494.08,0.1
564,190,22,3,347.8,0.1
565,190,19,4,181.0,0
566,190,16,2,404.01,0
567,191,23,1,226.38,0
568,191,22,3,347.8,0.1
569,191,19,4,181.0,0
570,191,17,2,371.24,0.1
571,192,24,1,494.08,0
572,192,28,3,313.91,0
573,192,7,3,273.87,0.05
574,192,8,4,380.28,0
575,192,18,1,103.96,0.1
576,193,28,1,313.91,0.1
577,193,4,4,84.91,0.05
578,194,5,3,106.58,0.1
579,195,7,4,273.87,0
580,195,4,2,84.91,0.05
581,195,30,1,455.05,0.1
582,195,28,2,313.91,0.1
583,195,4,3,84.91,0
584,196,8,3,380.28,0.1
585,197,18,3,103.96,0.1
586,197,4,1,84.91,0
587,197,9,3,489.36,0
588,198,26,1,117.29,0.05
589,199,27,2,172.18,0.1
590,199,29,3,421.02,0.1
591,199,23,3,226.38,0.05
592,199,1,1,76.34,0
593,200,6,4,184.07,0.05
594,201,11,2,261.61,0
595,201,29,2,421.02,0.1
596,201,20,1,494.85,0
597,202,30,3,455.05,0
598,202,1,3,76.34,0.1
599,202,16,3,404.01,0
600,202,1,2,76.34,0.05
601,203,9,1,489.36,0.1
602,203,9,3,489.36,0.1
603,203,19,2,181.0,0
604,203,30,1,455.05,0
605,204,26,2,117.29,0
606,204,22,1,347.8,0
607,204,25,3,44.87,0
608,205,2,3,174.6,0
609,205,29,4,421.02,0.1
610,205,12,2,181.07,0
611,206,13,3,268.63,0
612,206,19,1,181.0,0
613,206,10,3,349.62,0
614,206,24,3,494.08,0
615,207,12,4,181.07,0
616,207,25,4,44.87,0
617,207,27,4,172.18,0
618,207,29,2,421.02,0
619,207,29,3,421.02,0.1
620,208,2,4,174.6,0.05
621,208,7,3,273.87,0.1
622,209,2,1,174.6,0
623,209,26,3,117.29,0
624,209,1,2,76.34,0
625,209,18,1,103.96,0
626,209,30,1,455.05,0
627,210,22,3,347.8,0
628,210,2,4,174.6,0
629,210,3,3,241.92,0.05
630,210,20,4,494.85,0
631,210,15,1,308.55,0
632,211,23,3,226.38,0
633,211,3,1,241.92,0
634,211,7,2,273.87,0.1
635,211,25,1,44.87,0
636,211,27,3,172.18,0.05
637,212,19,3,181.0,0
638,212,24,3,494.08,0.05
639,212,25,1,44.87,0
640,212,21,4,238.76,0.1
641,212,9,3,489.36,0.1
642,213,21,2,238.76,0.05
643,213,25,1,44.87,0
644,214,25,2,44.87,0
645,214,20,3,494.85,0
646,214,29,2,421.02,0
647,214,17,1,371.24,0
648,214,25,2,44.87,0.05
649,215,11,1,261.61,0
650,215,22,1,347.8,0
651,216,19,4,181.0,0.05
652,216,30,4,455.05,0
653,217,12,2,181.07,0
654,217,25,4,44.87,0
655,218,28,3,313.91,0
656,218,27,3,172.18,0
657,218,3,3,241.92,0
658,218,16,2,404.01,0
659,219,2,2,174.6,0
660,219,2,4,174.6,0
661,219,14,2,168.18,0
662,219,22,1,347.8,0
663,219,5,1,106.58,0
664,220,22,4,347.8,0
665,220,14,3,168.18,0.05
666,220,29,3,421.02,0
667,220,19,2,181.0,0
668,221,14,1,168.18,0
669,221,2,3,174.6,0
670,221,29,1,421.02,0
671,221,16,2,404.01,0.1
672,221,14,1,168.18,0
673,222,12,4,181.07,0
674,222,12,2,181.07,0
675,222,24,1,494.08,0
676,222,23,2,226.38,0
677,222,9,3,489.36,0
678,223,1,3,76.34,0
679,223,21,4,238.76,0.1
680,223,10,3,349.62,0.05
681,224,5,4,106.58,0.05
682,224,29,4,421.02,0
683,224,29,1,421.02,0
684,224,20,3,494.85,0.1
685,225,27,1,172.18,0
686,226,19,1,181.0,0.05
687,226,24,4,494.08,0.1
688,226,11,4,261.61,0
689,226,27,4,172.18,0
690,227,21,2,238.76,0.1
691,228,19,4,181.0,0.1
692,228,8,2,380.28,0
693,228,30,3,455.05,0.1
694,228,7,2,273.87,0
695,228,8,2,380.28,0
696,229,12,4,181.07,0
697,229,14,2,168.18,0
698,229,13,1,268.63,0
699,229,12,3,181.07,0.05
700,230,21,4,238.76,0
701,230,25,2,44.87,0
702,230,22,2,347.8,0
703,230,16,2,404.01,0.1
704,231,7,1,273.87,0.1
705,231,9,1,489.36,0.1
706,231,6,3,184.07,0.1
707,231,9,3,489.36,0
708,231,8,3,380.28,0.05
709,232,14,3,168.18,0.1
710,232,25,3,44.87,0
711,233,21,3,238.76,0
712,233,8,4,380.28,0.1
713,233,5,2,106.58,0.1
714,233,12,1,181.07,0
715,234,17,4,371.24,0.05
716,234,30,1,455.05,0
717,234,19,4,181.0,0.05
718,234,23,4,226.38,0.05
719,235,17,1,371.24,0
720,235,24,2,494.08,0.05
721,236,25,4,44.87,0
722,236,3,2,241.92,0
723,236,19,1,181.0,0
724,236,16,1,404.01,0
725,237,28,1,313.91,0.1
726,237,23,4,226.38,0.1
727,237,5,4,106.58,0
728,237,28,2,313.91,0
729,238,9,1,489.36,0
730,238,13,3,268.63,0
731,238,18,4,103.96,0.1
732,238,29,4,421.02,0
733,238,10,3,349.62,0
734,239,5,1,106.58,0
735,239,18,3,103.96,0.05
736,240,15,1,308.55,0
737,240,1,1,76.34,0.05
738,241,7,2,273.87,0.1
739,241,20,4,494.85,0.05
740,241,30,4,455.05,0
741,242,28,1,313.91,0.1
742,242,16,2,404.01,0
743,243,27,2,172.18,0
744,243,25,2,44.87,0.1
745,243,4,4,84.91,0
746,243,7,1,273.87,0
747,243,14,2,168.18,0
748,244,2,2,174.6,0.05
749,244,10,2,349.62,0.1
750,245,18,2,103.96,0
751,245,26,2,117.29,0.05
752,245,2,3,174.6,0.05
753,246,15,2,308.55,0
754,246,14,3,168.18,0.05
755,247,16,3,404.01,0
756,247,25,4,44.87,0
757,247,7,4,273.87,0
758,248,16,3,404.01,0
759,248,19,3,181.0,0
760,249,22,3,347.8,0
761,249,6,3,184.07,0
762,250,26,3,117.29,0
763,251,20,4,494.85,0.05
764,251,2,1,174.6,0
765,252,27,3,172.18,0
766,252,12,2,181.07,0
767,252,6,1,184.07,0
768,252,1,4,76.34,0
769,252,5,3,106.58,0
770,253,15,2,308.55,0
771,253,19,1,181.0,0.1
772,253,9,3,489.36,0
773,254,17,2,371.24,0
774,254,1,1,76.34,0
775,254,16,2,404.01,0
776,254,3,2,241.92,0
777,254,27,3,172.18,0
778,255,22,2,347.8,0
779,256,20,3,494.85,0
780,257,3,4,241.92,0.1
781,257,30,2,455.05,0
782,257,11,4,261.61,0.05
783,258,26,3,117.29,0
784,258,7,2,273.87,0
785,259,16,3,404.01,0
786,260,3,3,241.92,0.1
787,260,6,4,184.07,0.05
788,260,5,3,106.58,0
789,260,29,1,421.02,0.05
790,261,18,1,103.96,0
791,261,26,3,117.29,0
792,261,8,2,380.28,0.1
793,261,15,2,308.55,0.05
794,261,19,1,181.0,0.05
795,262,3,2,241.92,0
796,262,22,4,347.8,0
797,262,1,3,76.34,0.05
798,262,20,1,494.85,0
799,263,18,2,103.96,0
800,263,12,4,181.07,0.05
801,263,20,1,494.85,0
802,264,26,2,117.29,0
803,264,7,1,273.87,0.05
804,264,27,2,172.18,0.05
805,264,9,3,489.36,0
806,264,12,2,181.07,0
807,265,11,2,261.61,0
808,265,13,1,268.63,0
809,265,28,2,313.91,0
810,265,8,4,380.28,0.1
811,266,30,3,455.05,0.05
812,266,3,3,241.92,0.05
813,267,16,3,404.01,0
814,267,2,1,174.6,0.1
815,267,13,4,268.63,0
816,267,25,2,44.87,0.1
817,268,30,3,455.05,0
818,269,24,3,494.08,0
819,269,10,1,349.62,0.05
820,270,23,3,226.38,0
821,270,6,4,184.07,0
822,270,26,3,117.29,0
823,271,30,1,455.05,0.1
824,271,10,4,349.62,0
825,271,23,2,226.38,0
826,272,13,1,268.63,0
827,272,12,4,181.07,0
828,272,13,4,268.63,0
829,272,4,2,84.91,0.1
830,273,5,3,106.58,0.1
831,274,13,3,268.63,0.05
832,274,17,3,371.24,0
833,274,9,4,489.36,0
834,275,12,3,181.07,0
835,275,29,1,421.02,0.1
836,275,4,4,84.91,0
837,275,30,3,455.05,0
838,275,21,2,238.76,0
839,276,16,3,404.01,0
840,276,28,2,313.91,0
841,276,18,4,103.96,0
842,276,5,2,106.58,0
843,277,22,2,347.8,0.1
844,277,14,4,168.18,0
845,277,19,3,181.0,0
846,277,5,2,106.58,0
847,277,17,1,371.24,0
848,278,21,4,238.76,0.1
849,278,29,3,421.02,0
850,279,10,1,349.62,0
851,279,22,1,347.8,0
852,280,15,2,308.55,0.05
853,281,18,4,103.96,0
854,282,18,2,103.96,0
855,282,27,1,172.18,0
856,283,3,3,241.92,0
857,283,19,1,181.0,0.05
858,283,13,4,268.63,0
859,284,3,4,241.92,0.1
860,284,5,4,106.58,0.05
861,284,22,4,347.8,0
862,285,3,1,241.92,0.05
863,285,25,2,44.87,0
864,286,24,1,494.08,0
865,286,12,2,181.07,0.05
866,286,1,3,76.34,0.1
867,286,12,2,181.07,0.1
868,286,21,3,238.76,0
869,287,26,4,117.29,0
870,288,30,3,455.05,0
871,289,13,2,268.63,0
872,289,9,1,489.36,0
873,289,23,3,226.38,0.1
874,289,14,4,168.18,0
875,289,26,4,117.29,0
876,290,1,1,76.34,0.05
877,291,11,4,261.61,0.05
878,291,25,2,44.87,0
879,291,8,2,380.28,0
880,292,15,4,308.55,0
881,292,19,1,181.0,0.05
882,292,6,4,184.07,0
883,292,23,4,226.38,0.05
884,293,23,2,226.38,0
885,294,4,2,84.91,0
886,294,2,4,174.6,0
887,295,21,4,238.76,0
888,295,2,2,174.6,0.05
889,295,1,4,76.34,0
890,295,25,1,44.87,0
891,295,5,2,106.58,0.1
892,296,28,1,313.91,0.1
893,297,22,3,347.8,0.05
894,298,27,4,172.18,0
895,298,4,2,84.91,0.05
896,299,3,2,241.92,0
897,300,20,3,494.85,0
898,300,1,1,76.34,0
899,300,2,1,174.6,0.1
900,300,7,4,273.87,0.05
901,301,27,1,172.18,0
902,302,9,2,489.36,0
903,302,26,3,117.29,0
904,302,1,3,76.34,0.05
905,302,4,2,84.91,0.05
906,303,26,2,117.29,0
907,303,14,1,168.18,0
908,303,8,3,380.28,0
909,304,6,1,184.07,0
910,304,27,3,172.18,0.05
911,304,21,3,238.76,0
912,304,3,1,241.92,0.05
913,304,6,2,184.07,0.1
914,305,7,3,273.87,0
915,305,23,3,226.38,0.05
916,306,22,2,347.8,0
917,306,25,4,44.87,0
918,306,11,3,261.61,0
919,306,3,2,241.92,0
920,306,20,2,494.85,0
921,307,18,1,103.96,0
922,308,6,1,184.07,0
923,308,10,4,349.62,0.05
924,308,23,2,226.38,0.05
925,308,24,1,494.08,0.05
926,309,28,2,313.91,0
927,310,6,3,184.07,0
928,311,21,1,238.76,0.1
929,311,19,2,181.0,0
930,311,3,3,241.92,0
931,312,24,2,494.08,0
932,312,12,3,181.07,0
933,312,12,2,181.07,0.1
934,312,22,1,347.8,0
935,312,30,2,455.05,0
936,313,25,4,44.87,0
937,313,8,4,380.28,0
938,314,1,4,76.34,0.05
939,314,16,1,404.01,0
940,314,15,4,308.55,0
941,315,15,1,308.55,0
942,315,7,1,273.87,0
943,315,12,4,181.07,0.05
944,315,8,3,380.28,0.1
